cliente_id,churn,genero,customer.SeniorCitizen,customer.Partner,customer.Dependents,meses_tenencia,telefono_servicio,telefono_lineas_multiples,internet_servicio,internet_seguridad,internet_respaldo,internet_proteccion,internet_soporte,internet_tv,internet_peliculas,contrato,facturacion_electronica,metodo_pago,cargo_mensual,cargo_total,internet_activo,telefono_activo,cuentas_diarias,servicios_contratados,gasto_estimado
8020-bwhyl,1,female,1,no,no,15,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,credit card (automatic),75.3,1147.45,1,1,2.51,3,1129.5
8022-becsi,0,male,0,no,no,22,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.6,422.5,0,1,0.6533333333333334,1,431.20000000000005
8023-qhaio,0,female,1,yes,no,56,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,bank transfer (automatic),76.85,4275.75,1,1,2.5616666666666665,4,4303.599999999999
8024-xnafq,0,female,1,no,no,72,1,1,fiber optic,1,1,1,1,0,1,two year,1,bank transfer (automatic),107.4,7748.75,1,1,3.58,8,7732.8
8028-pnxhq,0,male,0,yes,yes,62,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),24.25,1424.6,0,1,0.8083333333333333,2,1503.5
8029-gahzz,0,female,1,yes,no,71,1,0,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),109.7,7904.25,1,1,3.6566666666666667,8,7788.7
8029-xypwt,0,male,1,yes,no,71,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),115.05,8016.6,1,1,3.835,9,8168.55
8033-atfas,0,female,0,yes,yes,39,1,0,dsl,0,0,1,0,1,0,month-to-month,1,mailed check,59.85,2341.5,1,1,1.995,4,2334.15
8033-vczgh,0,male,0,yes,no,50,1,1,fiber optic,1,0,1,0,1,1,one year,1,electronic check,103.95,5231.3,1,1,3.4650000000000003,7,5197.5
8034-rytvv,0,female,0,no,no,55,1,1,fiber optic,1,0,1,0,0,0,one year,1,credit card (automatic),84.25,4589.85,1,1,2.808333333333333,5,4633.75
8035-buyvg,1,male,0,yes,no,40,0,0,dsl,1,1,1,0,0,0,one year,1,electronic check,42.35,1716.45,1,0,1.4116666666666666,4,1694.0
8035-pwsev,0,female,0,no,no,6,1,0,fiber optic,0,0,1,1,0,1,month-to-month,1,electronic check,89.25,487.05,1,1,2.975,5,535.5
8039-aclpl,0,female,0,yes,yes,72,1,0,dsl,1,1,1,0,0,1,two year,0,credit card (automatic),68.75,4888.2,1,1,2.2916666666666665,6,4950.0
8039-eqpim,0,male,0,yes,no,69,0,0,dsl,1,0,1,1,1,1,two year,0,bank transfer (automatic),60.25,4055.5,1,0,2.0083333333333333,6,4157.25
8040-mnrtf,0,female,0,no,no,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,mailed check,71.1,71.1,1,1,2.3699999999999997,2,71.1
8041-tmeid,0,male,1,yes,no,63,1,1,fiber optic,1,1,1,0,1,1,two year,0,credit card (automatic),108.5,6991.9,1,1,3.6166666666666667,8,6835.5
8042-jvnfh,1,male,0,no,no,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,71.35,71.35,1,1,2.378333333333333,2,71.35
8042-rnlko,0,male,0,no,no,66,1,1,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),25.45,1699.15,0,1,0.8483333333333333,2,1679.7
8043-pnysd,0,male,0,yes,yes,63,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.55,1245.6,0,1,0.6516666666666667,1,1231.65
8044-bgwpi,0,male,0,yes,yes,12,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,21.15,306.05,0,1,0.705,1,253.79999999999998
8046-dnvtl,0,male,0,yes,no,62,0,0,dsl,1,1,0,1,0,0,two year,1,credit card (automatic),38.6,2345.55,1,0,1.2866666666666666,4,2393.2000000000003
8048-dsdfq,0,male,0,no,no,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.2,20.2,0,1,0.6733333333333333,1,20.2
8049-wjclq,0,male,0,yes,yes,10,1,0,dsl,0,0,1,0,1,0,month-to-month,0,mailed check,60.2,563.5,1,1,2.006666666666667,4,602.0
8050-dvojx,0,male,1,no,no,49,1,1,dsl,1,1,1,1,0,1,two year,0,credit card (automatic),81.35,4060.9,1,1,2.7116666666666664,8,3986.1499999999996
8050-wybnd,0,female,0,no,yes,22,0,0,dsl,0,0,1,0,1,1,one year,1,credit card (automatic),49.45,1031.4,1,0,1.6483333333333334,4,1087.9
8050-xgrvl,0,female,0,yes,yes,62,1,0,dsl,1,0,1,0,0,0,one year,0,credit card (automatic),54.75,3425.35,1,1,1.825,4,3394.5
8051-hjrlt,1,female,1,no,no,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.55,70.55,1,1,2.3516666666666666,2,70.55
8053-wwdro,1,female,0,yes,no,6,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),19.5,146.3,0,1,0.65,1,117.0
8058-dmyru,0,male,1,no,no,54,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,90.05,4931.8,1,1,3.0016666666666665,5,4862.7
8058-intph,1,female,0,no,no,1,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,79.65,79.65,1,1,2.6550000000000002,3,79.65
8058-jmeqo,1,female,1,no,no,9,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,84.45,762.5,1,1,2.815,4,760.0500000000001
8059-udzfy,0,female,1,no,yes,33,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer (automatic),105.35,3465.05,1,1,3.5116666666666663,7,3476.5499999999997
8060-hiwjj,0,male,0,no,no,64,1,1,dsl,0,1,1,1,1,1,two year,0,credit card (automatic),86.55,5632.55,1,1,2.885,8,5539.2
8062-ybdoe,1,male,1,no,no,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.65,69.65,1,1,2.3216666666666668,2,69.65
8063-gbatb,1,female,1,no,no,27,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,85.25,2287.25,1,1,2.841666666666667,4,2301.75
8063-rjynf,1,male,0,no,no,16,1,0,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,94.25,1483.25,1,1,3.1416666666666666,5,1508.0
8064-ravoh,0,male,0,no,yes,1,1,0,dsl,0,0,1,0,0,0,month-to-month,1,electronic check,49.85,49.85,1,1,1.6616666666666666,3,49.85
8065-bvepf,0,male,1,no,no,65,1,0,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer (automatic),99.1,6496.15,1,1,3.3033333333333332,6,6441.5
8065-qbyto,0,female,1,no,no,71,1,1,fiber optic,1,1,0,1,1,0,one year,1,credit card (automatic),99.65,7181.25,1,1,3.3216666666666668,7,7075.150000000001
8065-ykxkd,1,female,0,no,no,10,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.75,799.65,1,1,2.4916666666666667,3,747.5
8066-poxgx,1,female,0,no,no,13,0,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,35.1,446.1,1,0,1.1700000000000002,2,456.3
8067-nioym,0,female,0,yes,yes,24,1,0,no,0,0,0,0,0,0,two year,1,credit card (automatic),21.1,490.65,0,1,0.7033333333333334,1,506.40000000000003
8069-rhuxk,0,female,0,yes,yes,67,0,0,dsl,1,0,0,1,0,0,two year,0,credit card (automatic),35.7,2545.7,1,0,1.1900000000000002,3,2391.9
8069-yqqaj,0,male,0,no,no,14,0,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,31.1,419.7,1,0,1.0366666666666666,2,435.40000000000003
8070-aawzp,0,male,1,yes,no,24,0,0,dsl,0,0,1,1,0,0,month-to-month,0,mailed check,34.25,828.2,1,0,1.1416666666666666,3,822.0
8071-sbtrn,0,female,0,no,no,70,1,1,fiber optic,1,1,1,0,1,1,two year,1,mailed check,111.15,7737.55,1,1,3.705,8,7780.5
8073-ijdcm,1,female,0,no,no,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.3,20.3,0,1,0.6766666666666666,1,20.3
8075-gxiub,0,male,1,yes,no,9,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),19.85,183.15,0,1,0.6616666666666667,1,178.65
8076-fezkj,0,male,0,no,no,10,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.5,225.85,0,1,0.65,1,195.0
8079-xrjrs,1,male,0,yes,no,65,1,1,fiber optic,1,1,1,0,0,0,one year,0,electronic check,89.75,5769.6,1,1,2.9916666666666667,6,5833.75
8080-ddemj,1,male,1,no,no,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,45.1,45.1,1,1,1.5033333333333334,2,45.1
8080-potjr,0,female,0,no,no,30,1,1,dsl,1,0,1,0,1,1,one year,1,credit card (automatic),79.3,2427.1,1,1,2.643333333333333,7,2379.0
8082-ghxop,0,male,0,no,yes,13,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.0,659.35,1,1,1.4666666666666666,2,572.0
8083-ytzes,1,male,0,no,no,4,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.35,265.35,1,1,2.478333333333333,3,297.4
8084-oivbs,0,female,0,no,no,11,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.0,211.95,0,1,0.6666666666666666,1,220.0
8085-msnlk,0,female,0,yes,no,62,1,1,fiber optic,1,1,1,1,1,1,two year,0,mailed check,113.95,6891.4,1,1,3.7983333333333333,9,7064.900000000001
8086-ovpwv,1,male,0,no,no,2,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,80.2,181.1,1,1,2.6733333333333333,3,160.4
8087-lgyhq,0,male,0,no,no,9,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,94.05,811.65,1,1,3.135,5,846.4499999999999
8089-uzwlx,0,female,1,no,no,71,1,1,fiber optic,0,0,1,0,1,1,two year,0,bank transfer (automatic),104.05,7413.55,1,1,3.4683333333333333,6,7387.55
8091-ttvax,0,male,0,yes,no,58,1,1,fiber optic,0,0,1,0,1,1,one year,0,credit card (automatic),100.35,5681.1,1,1,3.3449999999999998,6,5820.299999999999
8092-nltgf,0,male,0,no,no,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),24.75,1777.6,0,1,0.825,2,1782.0
8095-wanwk,0,female,0,no,no,10,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.25,428.7,1,1,1.5083333333333333,2,452.5
8096-loist,0,female,0,no,no,19,1,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic check,56.2,1093.4,1,1,1.8733333333333335,3,1067.8
8097-omulg,0,male,0,yes,yes,59,1,0,dsl,0,1,1,1,1,1,one year,0,credit card (automatic),76.75,4541.9,1,1,2.558333333333333,7,4528.25
8097-vbqtz,0,male,0,no,no,54,1,0,dsl,1,1,0,1,1,0,month-to-month,1,mailed check,69.9,3883.3,1,1,2.33,6,3774.6000000000004
8098-llazx,1,female,1,no,no,4,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.45,396.1,1,1,3.1816666666666666,5,381.8
8098-tdcbu,0,female,0,yes,no,42,1,1,no,0,0,0,0,0,0,two year,0,electronic check,25.25,1108.2,0,1,0.8416666666666667,2,1060.5
8099-mzpuj,0,male,0,yes,yes,48,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card (automatic),111.8,5443.65,1,1,3.7266666666666666,9,5366.4
8100-hzzlj,0,female,0,no,yes,43,1,0,dsl,1,1,0,0,0,1,month-to-month,1,electronic check,63.95,2737.05,1,1,2.131666666666667,5,2749.85
8100-pnjmh,0,male,0,yes,yes,68,1,1,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),88.85,6132.7,1,1,2.9616666666666664,9,6041.799999999999
8104-oskwt,0,female,0,no,no,12,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,79.8,1001.2,1,1,2.6599999999999997,4,957.5999999999999
8106-gwqok,0,male,0,yes,no,38,0,0,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),60.0,2193.2,1,0,2.0,6,2280.0
8107-kncim,0,male,1,yes,no,14,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.1,1013.35,1,1,2.503333333333333,3,1051.3999999999999
8107-rzlnv,0,male,0,yes,no,72,1,1,fiber optic,0,1,1,0,1,1,two year,1,bank transfer (automatic),106.3,7565.35,1,1,3.5433333333333334,7,7653.599999999999
8108-uxrqn,0,female,0,yes,yes,11,0,0,dsl,1,0,0,0,1,1,month-to-month,0,electronic check,50.55,565.35,1,0,1.6849999999999998,4,556.05
8109-yuohe,0,male,0,no,no,17,1,0,dsl,1,1,0,0,0,0,one year,0,mailed check,56.1,946.95,1,1,1.87,4,953.7
8111-bkvds,0,female,0,no,no,10,0,0,dsl,1,1,1,0,0,0,month-to-month,0,bank transfer (automatic),40.7,449.3,1,0,1.3566666666666667,4,407.0
8111-rkspx,1,male,0,no,no,4,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),72.2,305.55,1,1,2.4066666666666667,3,288.8
8111-sllhi,1,male,1,yes,no,39,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.65,4284.8,1,1,3.521666666666667,7,4120.35
8118-lsuel,1,male,1,no,no,23,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,106.4,2483.5,1,1,3.546666666666667,7,2447.2000000000003
8118-tjafg,0,male,0,yes,yes,9,1,0,fiber optic,0,1,0,1,1,1,month-to-month,1,electronic check,101.5,906.85,1,1,3.3833333333333333,6,913.5
8120-jdcam,0,male,0,yes,yes,4,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,69.55,284.9,1,1,2.3183333333333334,2,278.2
8123-qbnaz,0,female,0,yes,yes,36,1,1,fiber optic,1,0,1,0,1,1,month-to-month,1,credit card (automatic),104.5,3684.95,1,1,3.4833333333333334,7,3762.0
8124-nzvgj,0,female,0,no,no,6,0,0,dsl,0,0,0,1,1,1,one year,1,mailed check,49.25,255.6,1,0,1.6416666666666666,4,295.5
8125-qpfjd,0,female,0,yes,no,72,1,1,dsl,1,0,1,1,1,1,two year,1,bank transfer (automatic),84.9,6065.3,1,1,2.83,8,6112.8
8128-yvjrg,1,female,0,no,no,7,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,mailed check,79.65,604.7,1,1,2.6550000000000002,4,557.5500000000001
8129-gmvgi,0,female,0,yes,yes,56,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.05,1090.1,0,1,0.6683333333333333,1,1122.8
8132-ypvbx,0,female,0,no,no,6,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,mailed check,85.95,514.6,1,1,2.865,4,515.7
8133-anhhj,0,female,1,no,no,49,1,1,fiber optic,1,1,1,1,0,1,one year,0,bank transfer (automatic),103.0,5166.2,1,1,3.433333333333333,8,5047.0
8138-ealnd,0,male,0,no,no,15,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.75,311.6,0,1,0.6583333333333333,1,296.25
8143-etqti,0,female,0,yes,yes,23,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.65,451.55,0,1,0.6549999999999999,1,451.95
8144-dghxp,0,female,0,no,no,54,1,0,dsl,1,0,1,1,1,1,two year,0,electronic check,80.6,4299.95,1,1,2.6866666666666665,7,4352.4
8146-qqkzh,0,female,0,yes,no,71,1,0,dsl,1,0,1,1,1,1,two year,0,bank transfer (automatic),81.85,5924.4,1,1,2.728333333333333,7,5811.349999999999
8148-bplzq,0,male,0,no,no,34,1,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic check,49.8,1734.2,1,1,1.66,3,1693.1999999999998
8148-nlegt,0,female,0,yes,yes,42,1,1,no,0,0,0,0,0,0,two year,0,electronic check,22.95,1014.25,0,1,0.765,2,963.9
8148-wocmk,0,male,0,yes,yes,8,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),19.6,125.0,0,1,0.6533333333333334,1,156.8
8149-aiqcg,0,male,0,no,no,39,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),73.15,2730.85,1,1,2.4383333333333335,3,2852.8500000000004
8149-rsoun,1,female,0,no,no,1,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,93.85,93.85,1,1,3.128333333333333,5,93.85
8150-qudfx,0,male,0,no,no,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.85,51.6,0,1,0.6616666666666667,1,39.7
8152-uobny,0,female,1,no,no,50,1,1,fiber optic,0,1,0,1,1,1,one year,1,electronic check,106.8,5347.95,1,1,3.56,7,5340.0
8152-vetur,0,female,0,yes,no,72,1,1,fiber optic,0,1,0,0,1,1,two year,1,credit card (automatic),97.7,6869.7,1,1,3.256666666666667,6,7034.400000000001
8155-ibnhg,1,female,0,yes,no,24,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),75.4,1747.85,1,1,2.5133333333333336,3,1809.6000000000001
8158-wpezg,0,male,0,no,no,11,0,0,dsl,0,1,0,1,0,0,month-to-month,1,electronic check,35.65,425.1,1,0,1.1883333333333332,3,392.15
8160-howox,0,female,0,no,no,7,1,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic check,66.85,458.1,1,1,2.228333333333333,4,467.94999999999993
8161-qymtt,0,male,0,no,no,7,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,94.1,701.3,1,1,3.1366666666666663,5,658.6999999999999
8164-ockuj,0,female,0,yes,yes,59,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.6,1286.0,0,1,0.6866666666666668,1,1215.4
8165-cbkxo,0,male,0,yes,yes,66,0,0,dsl,0,1,1,0,1,1,two year,1,credit card (automatic),56.75,3708.4,1,0,1.8916666666666666,5,3745.5
8165-zjrnm,0,female,0,yes,yes,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),23.75,1679.25,0,1,0.7916666666666666,2,1710.0
8166-orchu,0,male,1,yes,no,33,1,0,fiber optic,1,1,0,1,0,1,one year,1,electronic check,93.55,3055.5,1,1,3.118333333333333,6,3087.15
8166-zztfs,1,female,1,yes,no,66,1,1,dsl,0,1,1,0,1,1,two year,1,bank transfer (automatic),80.55,5265.1,1,1,2.685,7,5316.3
8167-gjlrn,0,male,0,no,no,3,0,0,dsl,0,0,0,1,0,0,month-to-month,0,electronic check,30.4,82.15,1,0,1.0133333333333332,2,91.19999999999999
8168-uqwwf,1,female,0,no,no,11,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,bank transfer (automatic),97.85,1105.4,1,1,3.2616666666666663,6,1076.35
8169-saejd,0,male,1,yes,no,69,0,0,dsl,1,1,0,0,1,1,two year,0,credit card (automatic),56.55,3952.65,1,0,1.885,5,3901.95
8173-rxayp,0,female,0,yes,yes,24,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.7,452.55,0,1,0.6566666666666666,1,472.79999999999995
8174-lnwmw,0,female,0,no,no,31,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.9,689.35,0,1,0.6966666666666667,1,647.9
8174-tbvcf,0,female,0,yes,no,70,1,1,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),94.8,6859.05,1,1,3.1599999999999997,9,6636.0
8178-eyzuo,1,male,0,no,no,46,1,1,fiber optic,1,1,0,0,0,1,month-to-month,1,electronic check,93.7,4154.8,1,1,3.1233333333333335,6,4310.2
8180-akmjv,0,female,0,no,no,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit card (automatic),44.55,44.55,1,1,1.4849999999999999,2,44.55
8181-yhcmf,0,female,0,yes,yes,68,0,0,dsl,0,1,1,1,1,1,two year,0,credit card (automatic),60.3,4109.0,1,0,2.01,6,4100.4
8182-bjdsi,1,female,0,no,no,28,1,1,fiber optic,0,1,0,0,0,1,month-to-month,1,electronic check,89.95,2625.55,1,1,2.9983333333333335,5,2518.6
8182-pnagi,1,male,0,no,no,12,1,0,dsl,0,0,0,1,0,0,month-to-month,0,bank transfer (automatic),50.25,593.75,1,1,1.675,3,603.0
8183-onmxc,1,female,0,no,no,2,1,0,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,80.75,159.45,1,1,2.691666666666667,3,161.5
8184-wmofi,0,male,0,yes,yes,62,1,0,dsl,1,0,1,1,0,1,one year,0,credit card (automatic),71.4,4487.3,1,1,2.3800000000000003,6,4426.8
8185-upybr,1,male,0,yes,no,6,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.5,438.0,1,1,2.5166666666666666,3,453.0
8189-dukmv,0,female,0,yes,no,4,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),20.5,79.05,0,1,0.6833333333333333,1,82.0
8189-hbvrw,0,female,0,no,no,53,1,1,fiber optic,1,1,1,0,0,0,month-to-month,0,electronic check,90.8,4921.2,1,1,3.0266666666666664,6,4812.4
8189-xrike,0,female,1,no,no,32,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,90.95,2897.95,1,1,3.0316666666666667,4,2910.4
8190-ztqfb,0,male,0,no,no,41,0,0,dsl,0,0,1,0,1,1,one year,1,electronic check,51.35,2075.1,1,0,1.7116666666666667,4,2105.35
8191-xwszg,0,female,0,no,no,52,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.65,1022.95,0,1,0.6883333333333332,1,1073.8
8194-peeby,0,female,0,yes,yes,24,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.9,533.5,0,1,0.6633333333333333,1,477.59999999999997
8197-bfwvu,0,female,0,yes,yes,72,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),93.25,6688.95,1,1,3.1083333333333334,9,6714.0
8198-rkszg,0,female,0,yes,yes,14,1,1,dsl,0,1,0,1,1,1,month-to-month,0,credit card (automatic),80.45,1137.05,1,1,2.6816666666666666,7,1126.3
8199-zllsa,1,male,0,no,no,67,1,1,fiber optic,1,1,1,1,1,1,one year,1,bank transfer (automatic),118.35,7804.15,1,1,3.945,9,7929.45
8200-klnyw,0,female,0,yes,no,21,1,0,dsl,1,0,1,1,1,1,one year,0,mailed check,80.9,1714.95,1,1,2.6966666666666668,7,1698.9
8200-lgksr,0,male,0,yes,no,71,1,1,dsl,1,0,1,1,1,1,two year,0,electronic check,83.2,6126.1,1,1,2.7733333333333334,8,5907.2
8201-aaxcb,0,male,0,yes,yes,25,1,1,dsl,0,0,0,0,1,0,month-to-month,0,electronic check,60.35,1404.65,1,1,2.0116666666666667,4,1508.75
8203-xjzrc,0,male,0,no,no,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.25,20.25,0,1,0.675,1,20.25
8204-tifgj,0,female,0,no,no,23,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),20.3,470.6,0,1,0.6766666666666666,1,466.90000000000003
8204-yjcla,0,male,1,yes,yes,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),64.8,4732.35,1,0,2.1599999999999997,7,4665.599999999999
8205-mqugy,0,male,0,yes,yes,12,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,49.2,571.15,1,1,1.6400000000000001,3,590.4000000000001
8205-otchb,1,male,0,no,no,22,0,0,dsl,0,1,1,0,0,1,one year,1,bank transfer (automatic),43.75,903.6,1,0,1.4583333333333333,4,962.5
8205-vslrb,0,male,0,yes,no,70,1,1,dsl,1,0,1,1,0,1,two year,0,credit card (automatic),77.3,5498.2,1,1,2.5766666666666667,7,5411.0
8207-dmrvl,0,male,0,yes,yes,72,1,1,fiber optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),114.55,8306.05,1,1,3.8183333333333334,9,8247.6
8207-vvmyb,0,female,0,yes,no,70,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),26.0,2006.95,0,1,0.8666666666666667,2,1820.0
8208-eumte,0,male,0,no,no,16,0,0,dsl,1,1,1,1,1,0,two year,0,mailed check,54.85,916.15,1,0,1.8283333333333334,6,877.6
8212-crqxp,0,female,0,yes,no,22,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,credit card (automatic),80.0,1706.45,1,1,2.6666666666666665,3,1760.0
8212-djrch,0,male,0,yes,yes,5,1,0,fiber optic,1,0,1,0,0,1,month-to-month,1,mailed check,90.35,434.5,1,1,3.0116666666666663,5,451.75
8212-fsqiv,0,male,0,no,yes,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.25,20.25,0,1,0.675,1,20.25
8213-tazpm,0,female,0,yes,yes,69,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),108.75,7493.05,1,1,3.625,8,7503.75
8215-ngspe,0,female,0,yes,yes,42,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.0,833.55,0,1,0.6666666666666666,1,840.0
8216-azuuz,0,female,0,yes,yes,42,1,0,fiber optic,0,0,1,1,1,1,two year,1,electronic check,100.4,4303.65,1,1,3.3466666666666667,6,4216.8
8217-qyohv,0,male,0,no,no,5,1,0,dsl,1,0,0,1,0,0,month-to-month,1,mailed check,55.75,266.95,1,1,1.8583333333333334,4,278.75
8218-ffjds,0,female,0,yes,no,72,1,1,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),86.4,6058.95,1,1,2.8800000000000003,8,6220.8
8219-vybvi,0,male,0,no,yes,39,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.0,1004.35,0,1,0.8333333333333334,2,975.0
8220-ocufy,0,female,0,no,no,21,1,0,dsl,1,0,1,1,0,0,one year,1,electronic check,60.25,1258.35,1,1,2.0083333333333333,5,1265.25
8221-eqdgl,0,male,0,yes,no,35,1,0,dsl,1,1,1,0,0,0,month-to-month,0,mailed check,61.0,2130.45,1,1,2.033333333333333,5,2135.0
8221-hvayi,0,male,0,yes,yes,35,1,1,dsl,1,1,1,1,0,0,two year,1,credit card (automatic),69.15,2490.15,1,1,2.305,7,2420.25
8224-dwckx,0,male,1,no,no,12,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),73.3,828.05,1,1,2.4433333333333334,3,879.5999999999999
8224-ivvpa,0,female,0,no,no,27,1,0,dsl,1,1,0,0,0,0,month-to-month,1,mailed check,56.7,1652.95,1,1,1.8900000000000001,4,1530.9
8224-kdlkn,0,male,0,yes,yes,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),25.0,1738.9,0,1,0.8333333333333334,2,1800.0
8224-uaxbz,0,female,0,yes,no,58,0,0,dsl,1,1,0,0,1,0,one year,1,electronic check,45.35,2540.1,1,0,1.5116666666666667,4,2630.3
8225-btjau,1,male,1,no,no,10,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,79.25,793.55,1,1,2.6416666666666666,3,792.5
8226-bxges,0,male,0,yes,no,64,1,1,fiber optic,1,1,1,0,0,0,one year,0,bank transfer (automatic),89.45,5692.65,1,1,2.981666666666667,6,5724.8
8229-bujhx,0,female,0,yes,yes,71,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),20.5,1500.95,0,1,0.6833333333333333,1,1455.5
8229-myejz,0,female,0,no,no,10,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,51.2,498.25,1,1,1.7066666666666668,3,512.0
8229-tniqa,1,female,0,no,no,4,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.3,196.95,1,1,1.51,2,181.2
8231-bswxx,0,male,0,no,no,71,1,1,fiber optic,0,1,0,0,0,0,one year,1,credit card (automatic),79.05,5552.5,1,1,2.635,4,5612.55
